Products,ADM2,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021
"Шар будаа, задгай, кг",Цагаан-Уул,"2,200.","2,200.","2,350.","2,350.","2,250.","2,250.","2,250.","2,250.","1,500.","1,500.","1,500.","1,500.","1,850.","2,200.","2,200.","2,500.","2,500.","2,500.","2,500.","2,500.","1,800.","1,900.",,,"2,800.","3,100.","3,250.","3,500.","3,500.","3,500.","3,333.","3,333.","3,333.","3,333.","3,500.","3,500.","3,500.","3,500.","3,667.","3,500.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,500.","3,500.","3,666.67","3,666.67","3,666.67"
"Шар будаа, задгай, кг",Цэцэрлэг,"2,000.","2,000.","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,116.67","2,133.33","2,366.67","2,366.67","2,366.67","2,366.67","1,933.33","2,300.","2,533.33","2,533.33","2,366.67","2,133.","2,133.33",,"2,133.","2,133.","3,350.","3,350.","3,350.","3,350.","3,350.","4,500.","4,500.","4,500.","4,133.","4,133.","4,133.","4,133.","2,933.","2,933.33","4,133.33","4,133.33","4,133.33","4,000.","4,000.","4,000.","2,833.33","2,833.33"
"Шар будаа, задгай, кг",Батсүмбэр,"1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,267.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,766.67","1,833.33","1,866.67","2,133.33","2,366.67","2,566.67","2,600.","2,600.","2,600.","2,600.","2,667.","2,867.","3,100.","3,100.","3,100.","3,400.","3,233.","3,233.","2,833.","2,500.","2,433.","2,433.","2,367.","2,500.","2,433.33","2,333.33","2,266.67","2,500.","2,666.67","2,500.","2,500.","2,333.33","2,333.33"
"Шар будаа, задгай, кг",Баянчандмань,"1,600.","1,567.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,567.","1,567.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,733.33","2,433.33","2,433.33","2,433.33","2,533.33","2,733.33","2,733.33","2,800.","2,700.","2,766.67","2,700.","2,767.","2,767.","2,767.","2,767.","2,767.","2,767.","2,767.","2,767.","2,833.","3,067.","3,200.","3,200.","3,400.","3,300.","3,300.","3,300.","3,300.","3,300.","3,500.","3,500.","3,500.",2.,2.
"Шар будаа, задгай, кг",Борнуур,"1,800.","1,800.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,700.","1,700.","1,800.","1,800.","1,800.","1,800.","1,800.","2,500.","2,500.","2,500.","2,500.","2,500.","3,200.","3,200.","3,200.","3,200.","3,400.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,333.33","3,333.33","3,500.","3,500.","3,500."
"Шар будаа, задгай, кг",Бүрэн,"1,800.","1,800.","2,066.67","1,766.67","1,766.67","1,766.67","2,000.","1,650.","1,766.67","1,866.67","1,933.33","1,866.67","1,767.","1,867.","1,933.","2,000.","2,000.","2,000.","1,933.33","1,866.67","1,866.67","2,166.67","2,166.67","2,000.","2,000.","2,466.67",,,,,,,,,,,,,"2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,350.","3,166.67","3,166.67","2,866.67","2,866.67","2,866.67"
"Шар будаа, задгай, кг",Жаргалант,"1,500.","1,500.","1,500.","1,666.67","1,666.67","1,666.67","1,666.67","1,666.67","1,500.","1,500.","1,500.","1,516.67","1,800.","1,700.","1,933.","1,733.","1,733.","1,766.67","1,766.67","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","2,600.","2,600.","2,600.","2,600.","2,793.","2,933.","3,200.","3,317.","3,317.","3,317.","3,317.","2,883.","2,883.","2,500.","2,167.","2,167.","2,400.","2,467.","2,466.67","2,400.","2,400.","2,466.67","2,466.67","2,433.33","2,500.","2,500.","2,500."
"Шар будаа, задгай, кг",Заамар,"1,833.33","1,833.33","1,500.","2,000.","2,000.","1,900.","1,866.67","1,900.","1,950.","1,950.","1,966.67","1,966.67","1,867.","1,933.","2,000.","1,900.","1,900.","1,900.","1,933.33","2,000.","2,000.","2,000.","2,000.","1,933.33","1,933.33","2,000.","2,000.","2,650.","2,700.","2,933.","3,167.","3,167.","3,267.","3,500.","3,000.","3,000.","3,333.","3,500.","3,500.","3,333.","3,400.","3,550.","3,000.","3,000.","3,000.","2,500.","3,500.","2,700.","2,500.","2,933.33","2,933.33"
"Шар будаа, задгай, кг",Эрдэнэ,"1,350.","1,350.","1,600.","1,600.","1,600.","1,600.","1,600.","1,700.","1,633.","1,633.","1,600.","1,600.","1,600.","1,500.","1,700.","1,700.","1,600.","1,600.","1,750.","1,750.",,,"2,400.","2,800.","2,800.","2,800.","2,800.",,"3,450.","3,450.","3,450.","3,350.","3,350.","3,250.","3,250.","3,250.","2,667.","2,667.","2,750.","2,750.","2,600.","2,600.","2,900.","2,900.","2,900.","2,900.","2,900.","2,900.","2,500.",,
"Шар будаа, задгай, кг",Эрдэнэсант,"1,533.","1,533.","1,700.","1,800.","1,700.","1,800.","1,800.","1,700.","1,700.","1,700.","1,633.","1,633.","1,700.","1,733.","1,733.","1,733.","1,733.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","3,100.","3,100.","3,100.","3,100.","3,100.","3,100.","3,100.","3,100.","2,900.","2,900.","2,900."
"Шар будаа, задгай, кг",Алтанбулаг,"1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","2,333.33","1,866.67","1,866.67","1,866.67","1,933.33","1,933.","1,933.33","1,933.33","3,767.","3,767.","3,767.","3,767.","3,767.","3,767.","3,767.","3,767.","3,767.","3,800.","3,800.","3,800.","3,800.","3,500.","3,500.","3,500.","3,500.","2,800.","2,800.","2,800.","2,800.","3,000.","3,000.","3,000."
"Шар будаа, задгай, кг",Баянгол,"1,600.","1,600.","1,600.","1,600.","1,750.","1,750.","1,750.","1,750.","1,816.67","1,900.","1,816.67","1,850.",,,,,"7,000.","1,900.","1,900.","1,900.","2,350.","2,350.","1,850.","1,850.","1,850.","1,850.","1,850.","1,850.","2,233.","2,233.33","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.","2,233.33","2,233.33","2,233.33","2,233.33","2,233.33","2,233.33","2,233.33","2,266.67","2,266.67"
"Шар будаа, задгай, кг",Ерөө,"1,800.","1,800.","1,533.33","1,566.67","1,566.67","1,566.67",,,"1,500.","1,900.","1,700.","1,700.","1,800.","1,700.","1,633.33","1,600.","1,800.","1,700.","1,700.","1,733.33","1,800.","1,633.33","2,233.33","2,166.67","2,200.","2,100.","2,100.","2,133.","2,750.","3,000.","3,000.","3,000.","2,833.","3,333.","3,400.","3,500.","2,500.","3,350.","3,100.","3,067.","3,250.","3,250.","3,500.","3,500.","2,725.","2,975.","2,975.","3,000.","3,000.","3,000.","3,000."
"Шар будаа, задгай, кг",Мандал,,,,,,,,,,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,800.","1,800.","2,100.","2,100.","2,100.","3,250.","3,250.","3,250.","2,767.","2,767.","2,767.","2,767.","2,933.","2,933.","2,933.","2,933.","2,933.","2,933.","2,767.","2,933.","2,933.","2,500.","2,500.","2,500.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200."
"Шар будаа, задгай, кг",Сайхан,"1,566.67","1,566.67","1,566.67","1,566.67","1,566.67","1,566.67",,,"1,566.67","1,566.67","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,466.67","1,466.67","1,566.67","1,566.67","1,566.67","1,566.67","1,566.67","1,933.","1,933.33","1,933.33","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,433.","2,433.","2,433.","1,967.","1,967.","1,967.","1,967.","1,967.","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67"
"Шар будаа, задгай, кг",Цагааннуур,"1,466.67","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,933.33","1,933.33","1,933.","1,933.33","1,933.33","2,767.","2,767.","3,000.","3,167.","3,167.","3,300.","3,500.","3,767.","3,767.","3,500.","3,500.","3,600.","3,600.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,000.","3,000.","3,000.","3,000."
"Шар будаа, задгай, кг",Шаамар,"1,800.",,"1,800.","1,900.","2,000.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,500.","1,700.",,"1,500.","1,500.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","3,300.","3,300.","3,300.","2,500.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,166.67","3,000.","3,166.67","3,000.","2,433.33","2,433.33","2,433.33"
"Шар будаа, задгай, кг",Айраг,"1,550.","1,550.","1,800.","1,800.","1,800.","1,600.","1,600.","1,600.","1,850.","1,850.","1,850.","1,850.","1,800.","1,800.","1,900.","1,900.","1,900.","1,900.","1,900.","2,250.","2,266.67","2,500.","3,000.","3,000.","3,000.","3,000.","3,066.67","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","3,067.","2,500.","2,900.","2,900.","2,900.","2,900.","2,900.","2,533.33","2,533.33","2,700.","2,700.","2,700.","2,700."
"Шар будаа, задгай, кг",Даланжаргалан,"1,667.","1,667.","1,700.","1,700.","1,700.","1,667.","1,667.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,800.","2,000.","3,000.","3,150.","3,000.","3,000.","3,133.33","3,066.67","3,067.","3,067.","3,067.","3,267.","3,267.","3,267.","3,333.","3,433.","3,433.","3,433.","3,433.","3,433.","2,833.","2,833.","2,667.","2,666.67","2,700.","2,700.","2,700.","10,500.","10,500.","10,500.","2,700.","2,700."
"Шар будаа, задгай, кг",Замын-Үүд,"2,000.","2,000.","2,100.","2,100.","1,300.","1,200.",,"1,200.","1,250.","1,333.33","1,566.67","1,566.67","2,033.","1,800.","1,800.","2,600.","1,750.","2,000.","2,000.","1,900.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,750.","1,900.","1,900.","1,900.","1,900.","1,900.","1,900.","1,900.","1,900.","1,750.","1,900.","1,900.","1,900.","1,900.","1,900.","1,900.","1,900.","1,900."
"Шар будаа, задгай, кг",Хатанбулаг,"2,000.","2,000.","2,000.","2,000.","2,000.","1,500.","1,433.","1,433.","1,400.","1,400.","1,000.","1,000.","1,000.","1,500.","1,000.","1,750.","1,800.","1,800.",600.,600.,"1,800.","1,800.",800.,"2,400.","2,400.","2,400.","2,400.","3,150.","3,150.","3,150.","3,150.","3,150.","3,150.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","3,300.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700."
"Шар будаа, задгай, кг",Эрдэнэ,"1,267.","1,900.","1,900.","1,900.","1,400.","1,400.","1,366.67","1,366.67","1,366.67","1,366.67","1,366.67","1,433.33","1,433.","1,433.","1,433.","1,500.","1,566.67","1,600.","1,650.",,0.,,"2,900.","2,400.","3,000.","2,900.","2,900.","2,850.","2,833.","2,833.","2,833.","2,833.","3,267.","3,600.","3,600.","3,600.","3,600.","3,600.","3,600.","3,600.","3,333.","3,167.","2,400.","2,400.","2,400.","3,600.","2,766.67","2,766.67","2,766.67","2,766.67","2,766.67"
"Шар будаа, задгай, кг",Гурвантэс,"1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,666.67","2,666.67","2,666.67","2,667.","2,666.67","2,666.67","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,667.","2,666.67","2,666.67","2,666.67","2,666.67","2,666.67","3,000.","3,166.67","3,166.67","3,166.67"
"Шар будаа, задгай, кг",Манлай,"2,000.","2,000.","2,000.","2,000.","2,000.","2,166.7","2,166.7","2,166.67","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,150.","2,200.",,"2,500.","2,500.","2,500.","2,500.","3,500.","3,500.","3,533.","3,800.","3,950.","3,950.","3,950.","3,750.","3,750.","3,967.","3,967.","4,000.","4,000.","4,000.","3,900.","3,900.","3,900.","3,900.","3,900.","3,250.","3,250.","3,900.","3,900.","3,900.","3,900.","3,900."
"Шар будаа, задгай, кг",Номгон,"1,800.","1,833.33","1,800.","1,800.","1,900.","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","2,000.","1,933.33","1,933.33","2,000.","2,000.","2,167.","2,166.67","2,166.67","2,166.67","2,167.","3,033.33","3,033.33","2,933.",,"3,233.","3,233.","3,233.","3,233.","3,233.","3,233.","3,233.","3,167.","3,200.","3,600.","3,600.","3,600.","3,600.","3,600.","3,333.33","3,333.33","3,333.33","3,333.33","3,333.33","3,433.33","3,433.33","3,433.33"
"Шар будаа, задгай, кг",Ханбогд,"2,000.","1,900.","1,900.","1,900.","1,900.","1,933.33","1,933.33","1,933.","2,000.","1,933.33","1,933.33","1,933.33","1,933.33","2,000.","2,000.","1,933.33","1,933.33","1,933.33","1,933.33","2,000.","1,933.","2,500.","2,500.","2,500.","2,000.","3,466.67","3,366.67",,,"3,467.",,"3,533.","3,200.","3,200.","3,200.","3,200.","3,200.","3,200.","3,033.","2,567.","3,267.","3,267.","3,333.33","3,333.33","3,333.33","3,333.33","2,800.","2,800.","2,800.","2,800.","2,800."
"Шар будаа, задгай, кг",Ханхонгор,"2,266.67","2,266.67","2,266.67","1,900.","2,150.","2,150.","2,150.","2,250.","2,166.67","1,933.33","1,933.33","1,933.33","2,266.67","2,266.67","2,266.67","2,266.67","2,433.33","2,433.33","2,150.",,"2,266.67","2,266.67","2,266.67","2,266.67","2,750.","2,750.","2,750.","2,750.","2,500.","2,850.","2,850.","2,850.","2,850.","2,850.","2,850.","2,850.","2,850.","2,750.","3,267.","3,267.","3,267.","3,267.","2,850.","3,350.","3,350.","3,350.","3,350.","3,350.","3,000.","3,000.","3,000."
"Шар будаа, задгай, кг",Цогтцэций,"1,800.","1,800.","1,700.","1,800.","1,833.33","1,700.","1,700.","1,700.","1,633.33","1,633.33","1,633.33","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,800.","1,800.","1,833.","1,833.33","1,833.33","2,500.","3,100.","3,100.",,,,"3,200.",,"2,600.","2,600.","2,600.","3,475.","2,600.","2,600.","2,550.","2,600.","2,567.","2,567.","2,700.","2,700.","2,766.67","2,866.67","2,666.67","2,666.67","2,666.67","2,466.67","2,466.67","2,466.67"
"Шар будаа, задгай, кг",Адаацаг,"1,700.","1,700.","1,700.","1,700.","1,700.","1,767.","1,767.","1,767.","1,800.","1,800.","1,800.","1,766.7","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,233.","2,233.","2,233.3","2,233.3","2,233.3","2,566.7","2,850.","2,850.","2,233.33","2,233.","2,500.","2,233.","2,500.","3,233.","3,333.","3,333.","3,333.","3,333.","4,000.","4,000.","4,000.","3,667.","3,667.","3,667.","3,666.67","3,266.67","3,266.67","3,266.67","4,000.","3,666.67","3,333.33","3,333.33","3,333.33"
"Шар будаа, задгай, кг",Өлзийт,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,933.3","1,933.3","1,933.3","1,933.","1,933.","1,933.","1,933.","2,200.","2,200.","2,000.","2,200.","2,600.","2,600.","2,500.","2,500.","2,500.","3,166.67","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,300.","3,300.","3,300.","3,300.","3,300.","3,333.","3,333.","3,333.","3,333.33","3,333.33","3,333.33","3,333.33","3,266.67","3,266.67","3,266.67","3,266.67","3,266.67"
"Шар будаа, задгай, кг",Сайхан-Овоо,"1,567.","1,567.","1,567.","1,567.","1,567.","1,567.","1,567.","1,567.","1,700.","1,700.","1,700.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,700.","3,000.","3,250.","3,250.","3,250.","3,000.","3,000.","3,000.","3,167.","3,167.","3,167.","3,000.","3,500.","3,500.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000."
"Шар будаа, задгай, кг",Эрдэнэдалай,"1,667.","1,667.","1,667.","1,667.","1,667.","1,667.","1,667.","1,667.","1,666.7","1,666.7","1,667.","1,650.","1,667.","1,667.","1,667.","1,600.","1,600.","1,767.","1,833.","2,000.","2,167.","2,133.3","2,133.","3,000.","2,667.","2,933.33","2,933.33","2,933.","2,933.","3,167.","2,600.","3,233.","3,233.","3,233.","3,233.","3,233.","3,333.","3,400.","3,400.","3,067.","3,000.","3,000.","2,833.33","2,833.33","2,833.33","2,833.33","3,000.","3,000.","3,000.","3,000.","3,000."
"Шар будаа, задгай, кг",Баяндун,"2,233.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,233.","2,233.","2,233.33","2,266.67","2,300.","2,400.","2,400.","2,000.","2,000.","2,000.","2,400.","2,400.","2,000.","2,000.","2,000.","2,000.","2,100.","2,100.","2,350.","2,166.67","2,167.","2,167.","2,267.","2,267.","2,267.","2,267.","2,500.","2,800.","2,800.","2,800.","2,800.","3,333.","3,333.","3,333.","3,833.","3,833.33","3,833.33","3,833.33","4,000.","4,000.","4,000.","3,500.","3,500.","3,500."
"Шар будаа, задгай, кг",Баян-Уул,"2,600.","2,533.","2,533.","2,533.","2,533.","2,533.","2,500.","2,533.","2,533.","2,533.33","2,533.33","2,533.33","2,533.","2,533.","2,367.","2,367.","2,367.","2,533.","2,533.","2,367.","2,367.","2,367.","2,000.","2,167.","2,433.","2,433.33","2,433.33","2,867.","2,867.","2,867.","2,867.","2,867.","2,867.","3,033.","3,033.","3,033.","3,033.","2,800.","3,033.","3,433.","3,433.","3,433.","3,433.33","3,433.33","3,433.33","3,433.33","3,500.","3,500.","3,500.","3,500.","3,500."
"Шар будаа, задгай, кг",Дашбалбар,"2,933.","2,700.","2,700.","2,700.","2,633.","2,633.","2,500.","2,533.","2,533.","2,533.33","2,533.33","2,566.67","2,567.","2,567.","2,600.","2,600.","2,600.","2,567.","2,567.","2,600.","2,600.","2,600.","1,500.","2,300.","2,550.","2,550.","2,550.","2,550.","2,550.","2,550.","2,550.","2,550.","2,550.","2,550.",,"2,783.","2,783.","2,800.",,,,,,,,,,,,"2,800.","2,800."
"Шар будаа, задгай, кг",Халхгол,"2,633.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,567.","2,567.","2,566.67","2,566.67","2,566.67","2,567.","2,867.","2,700.","2,700.","2,700.","2,567.","2,867.","2,700.","2,700.","2,700.","2,700.","2,700.","1,733.","1,666.67","1,733.33","1,833.","1,867.","1,867.","1,867.","1,867.","1,867.","2,000.","2,333.","2,333.","2,333.","2,333.","3,200.","3,367.","3,367.","3,367.","3,366.67","3,366.67","3,750.","3,750.","3,833.33","3,833.33","3,833.33","3,833.33","3,833.33"
"Шар будаа, задгай, кг",Цагаан-Овоо,"3,400.","3,200.","3,200.","3,200.","3,200.","3,200.","2,867.","2,867.","2,867.","2,866.67","2,866.67","2,866.67","2,866.67","3,000.","2,800.","2,300.","2,300.","2,866.67","3,000.","2,800.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,450.","2,450.","2,500.","2,650.","3,200.","3,200.","3,200.","3,200.","3,200.","3,200.","3,200.","3,350.","3,350.","3,200.","3,200.","3,200."
"Шар будаа, задгай, кг",Баяндэлгэр,"1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,967.","1,966.67","1,966.67","1,967.","1,967.","1,967.","1,967.","1,967.","3,200.","2,967.","2,967.","2,967.","2,967.","2,967.","2,967.","2,967.","2,967.","2,967.","2,966.67","3,033.33","3,033.33","3,033.33","3,433.33","3,433.33","3,433.33","3,433.33","3,433.33"
"Шар будаа, задгай, кг",Мөнххаан,"2,000.","2,000.","2,000.","2,000.","2,000.","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","3,166.67","3,167.","3,166.67","3,166.67","3,167.","3,167.","3,167.","3,167.","3,167.","3,167.","3,167.","3,667.","3,667.","3,667.","3,667.","3,667.","3,667.","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,533.33","3,400.","3,000.","3,000.","3,000."
"Шар будаа, задгай, кг",Онгон,"1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,500.","1,500.","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,666.67","2,666.67","2,666.67","2,666.67","2,933.33","2,933.","2,933.33","2,933.33","3,500.","3,500.","3,233.","3,233.","3,233.","3,400.","3,400.","3,600.","3,600.","3,600.","3,600.","3,600.","3,600.","3,767.","3,767.","3,600.","3,800.","3,800.","3,600.","3,600.","3,600.","3,600.","3,600.","3,600."
"Шар будаа, задгай, кг",Эрдэнэцагаан,"2,100.","2,100.","2,100.","2,100.","1,800.","1,800.","2,000.","2,000.","1,750.","1,750.","1,750.","1,750.","1,866.67","1,866.67","1,866.67","2,233.33","2,233.33","2,233.33","2,233.33","2,233.33","2,366.67","2,333.33","2,333.33","2,333.33","2,567.","2,566.67","2,566.67","2,900.","2,900.","2,900.","2,900.","2,867.","2,867.","3,300.","3,300.","3,300.","3,333.","3,333.","3,333.","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,400.","3,266.67","3,266.67","3,333.33","3,333.33"
"Шар будаа, задгай, кг",Батноров,"1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","2,266.67","2,600.","1,933.33","1,933.33","1,933.","3,000.",,"3,050.","1,933.","3,000.","3,000.","3,000.","3,000.","1,933.","1,933.","3,500.","3,500.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,533.33","2,933.33","3,033.33","2,933.33","2,933.33"
"Шар будаа, задгай, кг",Биндэр,"1,933.","1,933.","1,933.","1,933.","1,800.","1,800.","1,800.","1,800.","1,767.","1,767.","1,733.","1,733.","1,766.67","1,766.67","1,933.33","1,633.33","1,800.","1,800.","2,000.",,,,,,,,,"3,000.","3,033.","3,033.33","3,033.","3,033.","3,033.","3,033.","3,033.","3,033.","3,033.","3,067.","3,067.","3,067.","3,067.","3,067.","3,066.67","3,066.67","3,066.67","3,066.67","3,066.67","3,066.67","3,066.67","3,066.67","3,066.67"
"Шар будаа, задгай, кг",Дадал,"1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","3,050.","3,050.","3,050.","3,050.","3,050.","3,050.","3,050.","3,050.","3,050.","3,200.","3,200.","3,200.","3,200.","3,033.","3,033.","3,033.33","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500."
"Шар будаа, задгай, кг",Өмнөдэлгэр,"1,633.","1,633.","1,633.","1,433.","1,533.","1,533.","1,533.","1,533.","1,533.","1,533.","1,533.","1,533.","1,533.33","1,533.33","1,533.33","1,633.33","1,566.67","1,666.67","1,600.","1,600.","2,500.","2,500.","2,750.","2,500.","2,550.","2,833.33","3,083.33","3,100.","3,100.",,,"3,100.","3,150.","3,183.","3,183.","3,183.","3,500.","3,500.","3,500.","3,500.","3,200.","3,200.","2,800.","2,900.","2,800.","2,800.","2,700.","2,633.33","2,566.67","2,566.67","2,566.67"
"Шар будаа, задгай, кг",Бор-Өндөр,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,533.33","1,733.33","1,733.33","1,733.33","1,733.33","1,700.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,833.33","2,766.67","2,800.","2,800.","2,800.","2,800.","2,800.","3,000.","3,000.","3,167.","3,167.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,033.33","2,033.33","2,033.33","2,033.33","2,033.33"
"Шар будаа, задгай, кг",Бэрх,"1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,733.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,800.","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.","1,933.33","1,933.33","1,933.","3,000.",,"3,050.","1,933.","3,000.","3,000.","3,000.","3,000.","1,933.","1,933.","3,500.","3,500.","2,700.","2,700.","2,700.","2,700.","2,700.","2,700.","2,533.33","2,933.33","3,033.33","2,933.33","2,933.33"
